symbol	oncogene	tsgene	hgnc_id
PMS2	FALSE	TRUE	HGNC:9122
PNRC1	FALSE	FALSE	HGNC:17278
POLD1	FALSE	TRUE	HGNC:9175
POLE	FALSE	TRUE	HGNC:9177
POLG	FALSE	FALSE	HGNC:9179
POT1	FALSE	TRUE	HGNC:17284
POU3F2	TRUE	FALSE	HGNC:9215
POU3F4	TRUE	FALSE	HGNC:9217
PPARG	TRUE	FALSE	HGNC:9236
PPM1D	TRUE	FALSE	HGNC:9277
PPP2R1A	FALSE	TRUE	HGNC:9302
PPP2R2A	FALSE	TRUE	HGNC:9304
PPP4R2	FALSE	FALSE	HGNC:18296
PPP6C	FALSE	TRUE	HGNC:9323
PRDM1	FALSE	TRUE	HGNC:9346
PRDM14	FALSE	FALSE	HGNC:14001
PREX2	FALSE	FALSE	HGNC:22950
PRKACA	TRUE	FALSE	HGNC:9380
PRKAR1A	FALSE	FALSE	HGNC:9388
PRKCI	TRUE	FALSE	HGNC:9404
PRKD1	FALSE	FALSE	HGNC:9407
PRKDC	TRUE	TRUE	HGNC:9413
PRKN	FALSE	TRUE	HGNC:8607
PRPF8	FALSE	TRUE	HGNC:17340
PRSS1	FALSE	FALSE	HGNC:9475
PSMB2	TRUE	FALSE	HGNC:9539
PTCH1	FALSE	TRUE	HGNC:9585
PTEN	FALSE	TRUE	HGNC:9588
PTP4A1	FALSE	FALSE	HGNC:9634
PTPN1	TRUE	TRUE	HGNC:9642
PTPN11	TRUE	FALSE	HGNC:9644
PTPN13	FALSE	TRUE	HGNC:9646
PTPN14	FALSE	TRUE	HGNC:9647
PTPN2	FALSE	TRUE	HGNC:9650
PTPRD	FALSE	TRUE	HGNC:9668
PTPRS	FALSE	TRUE	HGNC:9681
PTPRT	FALSE	TRUE	HGNC:9682
PUM1	FALSE	FALSE	HGNC:14957
QKI	FALSE	TRUE	HGNC:21100
RAB35	TRUE	FALSE	HGNC:9774
RAC1	TRUE	FALSE	HGNC:9801
RAC2	TRUE	FALSE	HGNC:9802
RAD17	FALSE	TRUE	HGNC:9807
RAD21	FALSE	TRUE	HGNC:9811
RAD50	FALSE	TRUE	HGNC:9816
RAD51	FALSE	TRUE	HGNC:9817
RAD51B	FALSE	TRUE	HGNC:9822
RAD51C	FALSE	TRUE	HGNC:9820
RAD51D	FALSE	TRUE	HGNC:9823
RAD52	FALSE	FALSE	HGNC:9824
RAD54L	FALSE	FALSE	HGNC:9826
RAF1	TRUE	FALSE	HGNC:9829
RANBP2	TRUE	FALSE	HGNC:9848
RARA	FALSE	FALSE	HGNC:9864
RASA1	FALSE	TRUE	HGNC:9871
RB1	FALSE	TRUE	HGNC:9884
RBM10	FALSE	TRUE	HGNC:9896
RBM15	TRUE	TRUE	HGNC:14959
RECQL	FALSE	TRUE	HGNC:9948
RECQL4	FALSE	TRUE	HGNC:9949
REL	TRUE	FALSE	HGNC:9954
RELN	FALSE	FALSE	HGNC:9957
REST	FALSE	TRUE	HGNC:9966
RET	TRUE	FALSE	HGNC:9967
REV3L	TRUE	FALSE	HGNC:9968
RHEB	TRUE	FALSE	HGNC:10011
RHOA	TRUE	FALSE	HGNC:667
RICTOR	TRUE	FALSE	HGNC:28611
RIT1	TRUE	FALSE	HGNC:10023
RNASEH2A	TRUE	FALSE	HGNC:18518
RNASEH2B	FALSE	TRUE	HGNC:25671
RNF43	FALSE	TRUE	HGNC:18505
ROBO1	FALSE	TRUE	HGNC:10249
ROS1	TRUE	FALSE	HGNC:10261
RPL5	FALSE	TRUE	HGNC:10360
RPS6KA4	TRUE	FALSE	HGNC:10433
RPS6KB2	TRUE	FALSE	HGNC:10437
RPTOR	TRUE	FALSE	HGNC:30287
RRAGC	TRUE	FALSE	HGNC:19902
RRAS	TRUE	FALSE	HGNC:10447
RRAS2	TRUE	FALSE	HGNC:17271
RTEL1	FALSE	TRUE	HGNC:15888
RUNX1	FALSE	TRUE	HGNC:10471
RUNX1T1	TRUE	FALSE	HGNC:1535
RXRA	FALSE	FALSE	HGNC:10477
RYBP	FALSE	TRUE	HGNC:10480
SAMHD1	FALSE	TRUE	HGNC:15925
SCG5	TRUE	FALSE	HGNC:10816
SDHA	FALSE	TRUE	HGNC:10680
SDHAF2	FALSE	TRUE	HGNC:26034
SDHB	FALSE	TRUE	HGNC:10681
SDHC	FALSE	TRUE	HGNC:10682
SDHD	FALSE	TRUE	HGNC:10683
SERPINB3	TRUE	TRUE	HGNC:10569
SERPINB4	FALSE	FALSE	HGNC:10570
SESN1	FALSE	TRUE	HGNC:21595
SESN2	FALSE	TRUE	HGNC:20746
SESN3	FALSE	TRUE	HGNC:23060
SET	TRUE	FALSE	HGNC:10760
SETBP1	TRUE	FALSE	HGNC:15573
SETD1A	TRUE	FALSE	HGNC:29010
SETD1B	FALSE	FALSE	HGNC:29187
SETD2	FALSE	TRUE	HGNC:18420
SETD3	FALSE	FALSE	HGNC:20493
SETD4	FALSE	FALSE	HGNC:1258
SETD5	FALSE	FALSE	HGNC:25566
SETD6	FALSE	FALSE	HGNC:26116
SETD7	FALSE	FALSE	HGNC:30412
SETDB1	TRUE	TRUE	HGNC:10761
SETDB2	FALSE	TRUE	HGNC:20263
SF3B1	TRUE	FALSE	HGNC:10768
SF3B2	TRUE	FALSE	HGNC:10769
SFRP1	FALSE	TRUE	HGNC:10776
SFRP2	TRUE	TRUE	HGNC:10777
SGK1	TRUE	FALSE	HGNC:10810
SH2B3	FALSE	TRUE	HGNC:29605
SH2D1A	FALSE	TRUE	HGNC:10820
SHOC2	TRUE	FALSE	HGNC:15454
SHQ1	FALSE	TRUE	HGNC:25543
SLC9A3R1	TRUE	TRUE	HGNC:11075
SLFN11	FALSE	TRUE	HGNC:26633
SLIT2	FALSE	FALSE	HGNC:11086
SLX4	FALSE	TRUE	HGNC:23845
SMAD2	FALSE	TRUE	HGNC:6768
SMAD3	FALSE	TRUE	HGNC:6769
SMAD4	FALSE	TRUE	HGNC:6770
SMARCA2	FALSE	TRUE	HGNC:11098
SMARCA4	FALSE	TRUE	HGNC:11100
SMARCB1	FALSE	TRUE	HGNC:11103
SMARCD1	FALSE	FALSE	HGNC:11106
SMARCE1	TRUE	TRUE	HGNC:11109
SMC1A	FALSE	TRUE	HGNC:11111
SMC3	FALSE	TRUE	HGNC:2468
SMG1	FALSE	TRUE	HGNC:30045
SMO	TRUE	FALSE	HGNC:11119
SMYD3	TRUE	FALSE	HGNC:15513
SOCS1	FALSE	TRUE	HGNC:19383
SOCS3	FALSE	TRUE	HGNC:19391
SOS1	TRUE	FALSE	HGNC:11187
SOX10	TRUE	FALSE	HGNC:11190
SOX17	FALSE	TRUE	HGNC:18122
SOX2	TRUE	FALSE	HGNC:11195
SOX9	TRUE	TRUE	HGNC:11204
SP140	FALSE	TRUE	HGNC:17133
SPEN	FALSE	TRUE	HGNC:17575
SPOP	FALSE	TRUE	HGNC:11254
SPRED1	FALSE	TRUE	HGNC:20249
SPRTN	FALSE	TRUE	HGNC:25356
SQSTM1	TRUE	FALSE	HGNC:11280
SRC	TRUE	FALSE	HGNC:11283
SRSF2	FALSE	FALSE	HGNC:10783
SS18	TRUE	FALSE	HGNC:11340
STAG1	FALSE	TRUE	HGNC:11354
STAG2	FALSE	TRUE	HGNC:11355
STAT1	FALSE	FALSE	HGNC:11362
STAT2	FALSE	FALSE	HGNC:11363
STAT3	TRUE	FALSE	HGNC:11364
STAT4	TRUE	FALSE	HGNC:11365
STAT5A	TRUE	FALSE	HGNC:11366
STAT5B	TRUE	FALSE	HGNC:11367
STAT6	TRUE	FALSE	HGNC:11368
STK11	FALSE	TRUE	HGNC:11389
STK19	TRUE	FALSE	HGNC:11398
STK40	FALSE	FALSE	HGNC:21373
SUFU	FALSE	TRUE	HGNC:16466
SUZ12	FALSE	TRUE	HGNC:17101
SYK	TRUE	FALSE	HGNC:11491
SZT2	FALSE	FALSE	HGNC:29040
TAF1	TRUE	FALSE	HGNC:11535
TAL1	TRUE	FALSE	HGNC:11556
TAP1	FALSE	FALSE	HGNC:43
TAP2	FALSE	FALSE	HGNC:44
TBL1XR1	TRUE	FALSE	HGNC:29529
TBX3	FALSE	TRUE	HGNC:11602
TCF3	FALSE	TRUE	HGNC:11633
TCF7L2	FALSE	TRUE	HGNC:11641
TCL1A	TRUE	FALSE	HGNC:11648
TCL1B	TRUE	FALSE	HGNC:11649
TEK	FALSE	FALSE	HGNC:11724
TENT5C	FALSE	TRUE	HGNC:24712
TERT	TRUE	FALSE	HGNC:11730
TET1	FALSE	TRUE	HGNC:29484
TET2	FALSE	TRUE	HGNC:25941
TET3	FALSE	TRUE	HGNC:28313
TFE3	TRUE	FALSE	HGNC:11752
TGFBR1	FALSE	TRUE	HGNC:11772
TGFBR2	FALSE	TRUE	HGNC:11773
TIGAR	TRUE	FALSE	HGNC:1185
TLE1	FALSE	FALSE	HGNC:11837
TLE2	FALSE	FALSE	HGNC:11838
TLE3	FALSE	FALSE	HGNC:11839
TLE4	FALSE	FALSE	HGNC:11840
TLX1	TRUE	FALSE	HGNC:5056
TLX3	TRUE	FALSE	HGNC:13532
TMEM127	FALSE	TRUE	HGNC:26038
TMPRSS2	FALSE	FALSE	HGNC:11876
TNFAIP3	FALSE	TRUE	HGNC:11896
TNFRSF14	FALSE	TRUE	HGNC:11912
TNFSF13	TRUE	FALSE	HGNC:11928
TONSL	FALSE	FALSE	HGNC:7801
TOP1	TRUE	FALSE	HGNC:11986
TP53	FALSE	TRUE	HGNC:11998
TP53BP1	FALSE	TRUE	HGNC:11999
TP63	TRUE	TRUE	HGNC:15979
TRA	TRUE	FALSE	HGNC:12027
TRAF2	FALSE	FALSE	HGNC:12032
TRAF3	FALSE	TRUE	HGNC:12033
TRAF5	FALSE	TRUE	HGNC:12035
TRAF7	FALSE	FALSE	HGNC:20456
TRB	TRUE	FALSE	HGNC:12155
TRD	TRUE	FALSE	HGNC:12252
TRG	TRUE	FALSE	HGNC:12271
TRIB3	TRUE	FALSE	HGNC:16228
TRIM27	TRUE	FALSE	HGNC:9975
TRIP13	TRUE	TRUE	HGNC:12307
TSC1	FALSE	TRUE	HGNC:12362
TSC2	FALSE	TRUE	HGNC:12363
TSHR	TRUE	FALSE	HGNC:12373
TYK2	TRUE	FALSE	HGNC:12440
U2AF1	TRUE	FALSE	HGNC:12453
U2AF2	FALSE	FALSE	HGNC:23156
UBE2A	TRUE	FALSE	HGNC:12472
UBR5	TRUE	FALSE	HGNC:16806
UPF1	FALSE	FALSE	HGNC:9962
USP8	TRUE	FALSE	HGNC:12631
VAV1	TRUE	FALSE	HGNC:12657
VAV2	TRUE	FALSE	HGNC:12658
VEGFA	TRUE	FALSE	HGNC:12680
VHL	FALSE	TRUE	HGNC:12687
VTCN1	FALSE	FALSE	HGNC:28873
WIF1	FALSE	TRUE	HGNC:18081
WT1	TRUE	TRUE	HGNC:12796
WWP1	TRUE	FALSE	HGNC:17004
WWTR1	TRUE	FALSE	HGNC:24042
XBP1	TRUE	FALSE	HGNC:12801
XIAP	TRUE	FALSE	HGNC:592
XPC	FALSE	TRUE	HGNC:12816
XPO1	TRUE	FALSE	HGNC:12825
XRCC1	FALSE	TRUE	HGNC:12828
XRCC2	FALSE	TRUE	HGNC:12829
YAP1	TRUE	FALSE	HGNC:16262
YES1	TRUE	FALSE	HGNC:12841
YY1	TRUE	FALSE	HGNC:12856
ZBTB20	TRUE	TRUE	HGNC:13503
ZBTB7A	TRUE	TRUE	HGNC:18078
ZFHX3	FALSE	TRUE	HGNC:777
ZFP36L1	FALSE	TRUE	HGNC:1107
ZFP36L2	FALSE	TRUE	HGNC:1108
ZMYM3	FALSE	TRUE	HGNC:13054
ZNF217	TRUE	FALSE	HGNC:13009
ZNF750	FALSE	TRUE	HGNC:25843
ZNRF3	FALSE	TRUE	HGNC:18126
ZRSR2	FALSE	FALSE	HGNC:23019
