hgnc_id	tsgene	oncogene	cancer_max_rank
HGNC:4407	FALSE	FALSE	0.542394
HGNC:4408	FALSE	FALSE	0.735733
HGNC:4403	FALSE	FALSE	0.535328
HGNC:4411	FALSE	FALSE	0.628429
HGNC:4412	FALSE	FALSE	0.519534
HGNC:4421	FALSE	FALSE	0.987342
HGNC:10773	TRUE	TRUE	0.689918
HGNC:4449	FALSE	FALSE	0.512469
HGNC:4456	FALSE	FALSE	0.807126
HGNC:4458	FALSE	FALSE	0.70532
HGNC:1625	FALSE	FALSE	0.674036
HGNC:4464	FALSE	FALSE	0.633419
HGNC:4468	FALSE	FALSE	0.680206
HGNC:4471	FALSE	FALSE	0.728535
HGNC:4478	FALSE	FALSE	0.816967
HGNC:4549	FALSE	FALSE	0.543445
HGNC:4552	FALSE	FALSE	0.543164
HGNC:4554	FALSE	FALSE	0.536462
HGNC:4556	FALSE	FALSE	0.637157
HGNC:4559	FALSE	FALSE	0.760101
HGNC:4566	FALSE	FALSE	0.785173
HGNC:4565	FALSE	FALSE	0.511097
HGNC:4568	FALSE	FALSE	0.546607
HGNC:4571	FALSE	FALSE	0.560266
HGNC:4574	FALSE	FALSE	0.790231
HGNC:4579	FALSE	FALSE	0.887399
HGNC:4584	FALSE	FALSE	0.683966
HGNC:4585	TRUE	FALSE	0.899531
HGNC:4586	FALSE	FALSE	0.791774
HGNC:4587	FALSE	FALSE	0.792288
HGNC:4588	FALSE	FALSE	0.789717
HGNC:7978	FALSE	FALSE	0.992089
HGNC:4591	TRUE	FALSE	0.886534
HGNC:4593	FALSE	TRUE	0.842159
HGNC:4595	FALSE	TRUE	0.811825
HGNC:4596	FALSE	FALSE	0.745011
