gene	reportMissense	reportNonsense	reportSplice	reportDeletion	reportDisruption	reportAmplification	reportSomaticHotspot	likelihoodType	reportGermlineVariant	reportGermlineHotspot	reportGermlineDisruption	reportGermlineDeletion	additionalReportedTranscripts	reportPGX
HGF	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
HIF1A	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
HIP1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
HLA-A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
HLA-B	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
HLA-C	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
HLF	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
HMGA1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
HMGA2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
HNF1A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
HNRNPA2B1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
HNRNPC	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
HNRNPUL1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
HOOK3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
HOXA9	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
HOXB13	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
HRAS	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
ID3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IDH1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
IDH2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
IFNGR1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IGF1R	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
IKBKE	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
IKZF1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IKZF2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IKZF3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IL2RA	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IL2RB	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IL3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
IL6R	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IL7R	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
INPP4B	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IRF2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IRF2BP2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IRF4	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
IRF8	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
IRS2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
ITK	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
JAK1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
JAK2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
JAK3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
JARID2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
JAZF1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
JMJD1C	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
JUN	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
KANK1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KAT6A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KDM5A	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
KDM5C	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KDM6A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KDR	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
KEAP1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KIAA1549	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KIF1B	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KIF5B	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KIT	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
KLF4	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KLF5	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
KLF6	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KLK2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KMT2A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KMT2B	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KMT2C	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KMT2D	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
KRAS	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
KTN1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
LAG3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
LASP1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
LATS1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
LATS2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
LCK	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
LIFR	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
LIMA1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
LMNA	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
LMO1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
LMO2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
LMO3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
LPP	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
LRP1B	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
LSM14A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
LYL1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
LYN	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
LZTR1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MAD2L2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MAF	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MAFB	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MALT1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MAML2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MAP2K1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MAP2K2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MAP2K4	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MAP3K1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MAP3K13	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MAP3K8	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MAPK1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MAPK3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MAX	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MBD4	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MCL1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MCPH1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MDH2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MDM2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MDM4	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MECOM	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MED12	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MEF2B	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MEF2D	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MEN1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MET	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MGA	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MIR143	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MITF	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MLF1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MLH1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MLLT1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MLLT10	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MLLT11	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MLLT3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MLLT6	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MN1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MNX1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MPL	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MRE11	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MRTFA	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MSH2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MSH3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MSH6	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MSN	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MST1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MST1R	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MTAP	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MTOR	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MUS81	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MUTYH	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MYB	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MYC	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MYCL	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MYCN	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MYD88	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
MYH11	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MYO5A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
MYOD1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NAB2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NBN	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NCKIPSD	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NCOA1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NCOA2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NCOA3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NCOA4	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NCOR1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NCOR2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NDRG1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NF1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NF2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NFATC2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NFE2L2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NFIB	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NFIX	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NFKB2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NFKBIA	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NFKBIE	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NID1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NIN	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NKX2-1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NKX3-1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NONO	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NOTCH1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NOTCH2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NOTCH3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NPM1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NR4A3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NRAS	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NRG1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NSD1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NSD2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NSD3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NT5C2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NTHL1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NTN1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NTRK1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NTRK2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NTRK3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NUP214	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NUP93	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NUP98	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
NUTM1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
NUTM2B	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
OMD	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
P2RY8	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PAG1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PAK1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PALB2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PARG	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PARP1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PATZ1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PAX3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PAX5	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PAX7	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PAX8	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PBRM1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PBX1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PCBP1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PCM1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PDCD1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PDCD1LG2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PDE4DIP	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PDGFB	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PDGFRA	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PDGFRB	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PDK1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PDS5B	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PGR	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PHF1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PHF6	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PHOX2B	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PICALM	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PIGA	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PIK3CA	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PIK3CB	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PIK3CD	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PIK3CG	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PIK3R1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PIK3R2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PIM1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PLA2R1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PLAG1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PLCG1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PLCG2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PMEL	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PML	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PMS1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PMS2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
POLD1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
POLE	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
POT1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
POU5F1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PPARG	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PPFIBP1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PPM1D	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PPP2R1A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PPP2R2A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PPP6C	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PRCC	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PRDM1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PRDM16	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PRDM9	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PREX2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PRKACA	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PRKAR1A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PRKCE	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PRKCI	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PRKN	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PSIP1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PTCH1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PTEN	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PTK2B	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PTPN11	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
PTPN13	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PTPRD	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PTPRK	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PTPRT	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PVT1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
PWWP2A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
QKI	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RABEP1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RAC1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RAD21	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RAD50	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RAD51	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RAD51B	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RAD51C	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RAD51D	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RAD54L	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RAF1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RANBP2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RAP1GDS1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RARA	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RARG	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RASA1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RB1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RBL2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RBM10	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RBM14	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RBM15	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RECQL	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RECQL4	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
REL	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RET	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RHEB	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RHOA	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RICTOR	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RIF1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RIT1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RNF43	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ROS1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RPL11	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RPL5	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RPN1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RPS15	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RPS27	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RPS6KB1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RPTOR	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RRAS2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RSPO2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RSPO3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
RTEL1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RUNX1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
RUNX1T1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SAMD9L	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SAMHD1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SAV1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SBDS	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SCG5	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SDC4	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SDHA	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SDHAF2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SDHB	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SDHC	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SDHD	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SEC31A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SEMA6A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SEPTIN5	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SEPTIN6	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SEPTIN9	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SET	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SETBP1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SETD2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SETDB1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SF3B1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SFPQ	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
