gene	reportMissense	reportNonsense	reportSplice	reportDeletion	reportDisruption	reportAmplification	reportSomaticHotspot	likelihoodType	reportGermlineVariant	reportGermlineHotspot	reportGermlineDisruption	reportGermlineDeletion	additionalReportedTranscripts	reportPGX
SFTPA1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SFTPB	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SFTPC	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SGK1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SH2B3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SH3GL1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SHLD1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SHLD2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SHLD3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SLC34A2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SLC45A3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SLFN11	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SLX4	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMAD2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMAD3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMAD4	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMARCA1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMARCA2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMARCA4	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMARCA5	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMARCB1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMARCD1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMARCE1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMC1A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMC3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SMO	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SMURF1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SND1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SOCS1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SOS1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SOX2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SOX4	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SOX9	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SPEN	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SPI1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SPOP	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SPRED1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SPTBN1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SQSTM1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SRC	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SRGAP3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SRSF2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SS18	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SS18L1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SSBP2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SSX1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SSX2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
SSX4	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
STAG1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
STAG2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
STAT1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
STAT3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
STAT5A	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
STAT5B	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
STAT6	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
STIL	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
STK11	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
STRN	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SUFU	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SUZ12	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
SYK	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TACC1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TAF15	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TAL1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TAL2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TAP2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TBL1XR1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TBX3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TCEA1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TCF12	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TCF3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TCF7L2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TCL1A	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TCL1B	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TENT5C	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TERC	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TERT	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TET1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TET2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TFCP2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TFE3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TFEB	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TFG	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TGFBR1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TGFBR2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
THRAP3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TLX1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TLX3	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TMEM127	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TMPRSS2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TNFAIP3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TNFRSF14	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TNKS2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TOP1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TP53	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TP53BP1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TP63	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TPM3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TPM4	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TPR	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TRAF2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TRAF3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TRAF7	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TRIM24	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TRIM27	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TRIM33	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TRIM37	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TSC1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TSC2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TSHR	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
TSLP	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
TYK2	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
U2AF1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
U2AF2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
UBTF	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
USP2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
USP6	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
USP9X	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
VEGFA	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
VHL	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
VMP1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
VTCN1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
VTI1A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
WDR48	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
WIF1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
WRN	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
WT1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
WWTR1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
XPA	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
XPC	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
XPO1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
XRCC2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
YAP1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
YWHAE	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
YY1	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
ZBTB16	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZBTB7A	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZCCHC7	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZCCHC8	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZEB1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZFHX3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZFP36L1	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZFP36L2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZFYVE19	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZMYM2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZNF217	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
ZNF384	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZNF692	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZNF703	true	true	true	true	true	true	true	ONCO	ANY	ANY	ANY	ANY		false
ZNF750	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZNRF3	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
ZRSR2	true	true	true	true	true	true	true	TSG	ANY	ANY	ANY	ANY		false
