symbol	oncogene	tsgene	hgnc_id
BRIP1	FALSE	TRUE	HGNC:20473
BRPF1	FALSE	FALSE	HGNC:14255
BRPF3	FALSE	FALSE	HGNC:14256
BRSK1	FALSE	FALSE	HGNC:18994
BTBD11	FALSE	FALSE	HGNC:23844
BTG1	FALSE	TRUE	HGNC:1130
BTG2	FALSE	FALSE	HGNC:1131
BTK	TRUE	TRUE	HGNC:1133
BTLA	FALSE	FALSE	HGNC:21087
BTN3A2	FALSE	FALSE	HGNC:1139
BTNL3	FALSE	FALSE	HGNC:1143
BUB1B	FALSE	TRUE	HGNC:1149
BUD23	FALSE	FALSE	HGNC:16405
C10orf90	FALSE	FALSE	HGNC:26563
C11orf49	FALSE	FALSE	HGNC:28720
C15orf48	FALSE	FALSE	HGNC:29898
C16orf91	FALSE	FALSE	HGNC:27558
C19orf53	FALSE	FALSE	HGNC:24991
C1QL2	FALSE	FALSE	HGNC:24181
C1QTNF1	FALSE	FALSE	HGNC:14324
C1orf100	FALSE	FALSE	HGNC:30435
C1orf127	FALSE	FALSE	HGNC:26730
C1orf159	FALSE	FALSE	HGNC:26062
C1orf185	FALSE	FALSE	HGNC:28096
C1orf194	FALSE	FALSE	HGNC:32331
C22orf34	FALSE	FALSE	HGNC:28010
C2CD3	FALSE	FALSE	HGNC:24564
C2CD4C	FALSE	FALSE	HGNC:29417
C2CD5	FALSE	FALSE	HGNC:29062
C2CD6	FALSE	FALSE	HGNC:14438
C3	FALSE	FALSE	HGNC:1318
C3AR1	FALSE	FALSE	HGNC:1319
C3orf62	FALSE	FALSE	HGNC:24771
C6orf118	FALSE	FALSE	HGNC:21233
C6orf136	FALSE	FALSE	HGNC:21301
C6orf62	FALSE	FALSE	HGNC:20998
C7	FALSE	FALSE	HGNC:1346
C7orf31	FALSE	FALSE	HGNC:21722
C8orf44-SGK3	FALSE	FALSE	HGNC:48354
C9orf78	FALSE	FALSE	HGNC:24932
C9orf85	FALSE	FALSE	HGNC:28784
CA10	FALSE	FALSE	HGNC:1369
CABIN1	FALSE	FALSE	HGNC:24187
CABLES1	FALSE	FALSE	HGNC:25097
CACHD1	FALSE	FALSE	HGNC:29314
CACNA1A	FALSE	FALSE	HGNC:1388
CACNA1B	FALSE	FALSE	HGNC:1389
CACNA1C	FALSE	FALSE	HGNC:1390
CACNA1D	TRUE	FALSE	HGNC:1391
CACNA1E	FALSE	FALSE	HGNC:1392
CACNA1H	FALSE	FALSE	HGNC:1395
CACNA2D1	FALSE	FALSE	HGNC:1399
CACNA2D3	FALSE	FALSE	HGNC:15460
CACNG6	FALSE	FALSE	HGNC:13625
CADM2	FALSE	FALSE	HGNC:29849
CALB2	FALSE	FALSE	HGNC:1435
CALCB	FALSE	FALSE	HGNC:1438
CALCOCO1	FALSE	FALSE	HGNC:29306
CALCR	FALSE	FALSE	HGNC:1440
CALD1	FALSE	FALSE	HGNC:1441
CALHM6	FALSE	FALSE	HGNC:33391
CALR	TRUE	FALSE	HGNC:1455
CAMKK2	FALSE	FALSE	HGNC:1470
CAMTA1	FALSE	TRUE	HGNC:18806
CANX	FALSE	FALSE	HGNC:1473
CAP2	FALSE	FALSE	HGNC:20039
CARD10	FALSE	FALSE	HGNC:16422
CARD11	TRUE	FALSE	HGNC:16393
CARD6	FALSE	FALSE	HGNC:16394
CARF	FALSE	FALSE	HGNC:14435
CARNS1	FALSE	FALSE	HGNC:29268
CARS1	FALSE	TRUE	HGNC:1493
CASC3	FALSE	FALSE	HGNC:17040
CASKIN1	FALSE	FALSE	HGNC:20879
CASP10	FALSE	FALSE	HGNC:1500
CASP3	FALSE	TRUE	HGNC:1504
CASP8	FALSE	TRUE	HGNC:1509
CASP9	FALSE	TRUE	HGNC:1511
CAST	FALSE	FALSE	HGNC:1515
CASZ1	FALSE	FALSE	HGNC:26002
CATIP	FALSE	FALSE	HGNC:25062
CBARP	FALSE	FALSE	HGNC:28617
CBFA2T3	FALSE	TRUE	HGNC:1537
CBFB	FALSE	TRUE	HGNC:1539
CBL	TRUE	TRUE	HGNC:1541
CBLB	FALSE	TRUE	HGNC:1542
CBLC	TRUE	TRUE	HGNC:15961
CBWD3	FALSE	FALSE	HGNC:18519
CBX6	FALSE	FALSE	HGNC:1556
CC2D1A	FALSE	FALSE	HGNC:30237
CCAR1	FALSE	FALSE	HGNC:24236
CCDC102A	FALSE	FALSE	HGNC:28097
CCDC102B	FALSE	FALSE	HGNC:26295
CCDC107	FALSE	FALSE	HGNC:28465
CCDC120	FALSE	FALSE	HGNC:28910
CCDC124	FALSE	FALSE	HGNC:25171
CCDC168	FALSE	FALSE	HGNC:26851
CCDC178	FALSE	FALSE	HGNC:29588
CCDC28A	FALSE	FALSE	HGNC:21098
CCDC38	FALSE	FALSE	HGNC:26843
CCDC6	FALSE	TRUE	HGNC:18782
CCDC61	FALSE	FALSE	HGNC:33629
CCDC63	FALSE	FALSE	HGNC:26669
CCDC66	FALSE	FALSE	HGNC:27709
CCDC77	FALSE	FALSE	HGNC:28203
CCDC81	FALSE	FALSE	HGNC:26281
CCDC88A	FALSE	FALSE	HGNC:25523
CCDC9	FALSE	FALSE	HGNC:24560
CCER1	FALSE	FALSE	HGNC:28373
CCK	FALSE	FALSE	HGNC:1569
CCKBR	FALSE	FALSE	HGNC:1571
CCL26	FALSE	FALSE	HGNC:10625
CCN6	FALSE	FALSE	HGNC:12771
CCNB1IP1	FALSE	TRUE	HGNC:19437
CCNB2	FALSE	FALSE	HGNC:1580
CCNC	FALSE	TRUE	HGNC:1581
CCND1	TRUE	FALSE	HGNC:1582
CCND2	TRUE	FALSE	HGNC:1583
CCND3	TRUE	FALSE	HGNC:1585
CCNE1	TRUE	FALSE	HGNC:1589
CCNI	FALSE	FALSE	HGNC:1595
CCNL1	FALSE	FALSE	HGNC:20569
CCNQ	FALSE	FALSE	HGNC:28434
CCP110	FALSE	FALSE	HGNC:24342
CCR4	TRUE	FALSE	HGNC:1605
CCR5	FALSE	FALSE	HGNC:1606
CCR7	TRUE	FALSE	HGNC:1608
CCT6B	FALSE	FALSE	HGNC:1621
CCT8L2	FALSE	FALSE	HGNC:15553
CD163L1	FALSE	FALSE	HGNC:30375
CD1A	FALSE	FALSE	HGNC:1634
CD1B	FALSE	FALSE	HGNC:1635
CD1D	FALSE	FALSE	HGNC:1637
