gene	likelihoodType	hgnc_id	oncogene	tsgene
PHOX2B	TSG	HGNC:9143	FALSE	TRUE
PICALM	NA	HGNC:15514	NA	NA
PIK3CA	ONCO	HGNC:8975	TRUE	FALSE
PIK3R1	TSG	HGNC:8979	FALSE	TRUE
PIK3R4	TSG	HGNC:8982	FALSE	TRUE
PIM1	ONCO	HGNC:8986	TRUE	FALSE
PLAG1	NA	HGNC:9045	NA	NA
PLAGL1	NA	HGNC:9046	NA	NA
PLCG1	ONCO	HGNC:9065	TRUE	FALSE
PLPP3	NA	HGNC:9229	NA	NA
PLXNB2	TSG	HGNC:9104	FALSE	TRUE
PML	TSG	HGNC:9113	FALSE	TRUE
PMS2	TSG	HGNC:9122	FALSE	TRUE
POLD1	TSG	HGNC:9175	FALSE	TRUE
POLE	TSG	HGNC:9177	FALSE	TRUE
POT1	TSG	HGNC:17284	FALSE	TRUE
POU5F1	NA	HGNC:9221	NA	NA
PPARA	NA	HGNC:9232	NA	NA
PPARG	NA	HGNC:9236	NA	NA
PPFIBP1	NA	HGNC:9249	NA	NA
PPHLN1	NA	HGNC:19369	NA	NA
PPM1D	ONCO	HGNC:9277	TRUE	FALSE
PPP1R15A	ONCO	HGNC:14375	TRUE	FALSE
PPP2R1A	TSG	HGNC:9302	FALSE	TRUE
PPP2R2A	TSG	HGNC:9304	FALSE	TRUE
PPP2R3B	TSG	HGNC:13417	FALSE	TRUE
PPP6C	TSG	HGNC:9323	FALSE	TRUE
PRAM1	NA	HGNC:30091	NA	NA
PRCC	NA	HGNC:9343	NA	NA
PRDM1	TSG	HGNC:9346	FALSE	TRUE
PRDM16	NA	HGNC:14000	NA	NA
PREX2	ONCO	HGNC:22950	TRUE	FALSE
PRKACA	ONCO	HGNC:9380	TRUE	FALSE
PRKAR1A	TSG	HGNC:9388	FALSE	TRUE
PRKCA	NA	HGNC:9393	NA	NA
PRKG2	NA	HGNC:9416	NA	NA
PRKN	TSG	HGNC:8607	FALSE	TRUE
PSIP1	TSG	HGNC:9527	FALSE	TRUE
PTCH1	TSG	HGNC:9585	FALSE	TRUE
PTEN	TSG	HGNC:9588	FALSE	TRUE
PTK6	TSG	HGNC:9617	FALSE	TRUE
PTPN11	ONCO	HGNC:9644	TRUE	FALSE
PTPN13	TSG	HGNC:9646	FALSE	TRUE
PTPRB	TSG	HGNC:9665	FALSE	TRUE
PTPRD	TSG	HGNC:9668	FALSE	TRUE
PTPRK	NA	HGNC:9674	NA	NA
PTPRN2	TSG	HGNC:9677	FALSE	TRUE
PTPRZ1	NA	HGNC:9685	NA	NA
PUDP	TSG	HGNC:16818	FALSE	TRUE
QKI	NA	HGNC:21100	NA	NA
RAB2A	NA	HGNC:9763	NA	NA
RABAC1	TSG	HGNC:9794	FALSE	TRUE
RABEP1	NA	HGNC:17677	NA	NA
RAC1	ONCO	HGNC:9801	TRUE	FALSE
RACGAP1	TSG	HGNC:9804	FALSE	TRUE
RAD21	ONCO	HGNC:9811	TRUE	FALSE
RAD50	TSG	HGNC:9816	FALSE	TRUE
RAD51	TSG	HGNC:9817	FALSE	TRUE
RAD51B	TSG	HGNC:9822	FALSE	TRUE
RAD51C	TSG	HGNC:9820	FALSE	TRUE
RAD51D	TSG	HGNC:9823	FALSE	TRUE
RAD54L	TSG	HGNC:9826	FALSE	TRUE
RAF1	ONCO	HGNC:9829	TRUE	FALSE
RANBP2	NA	HGNC:9848	NA	NA
RAP1GDS1	NA	HGNC:9859	NA	NA
RARA	NA	HGNC:9864	NA	NA
RARB	NA	HGNC:9865	NA	NA
RARG	TSG	HGNC:9866	FALSE	TRUE
RASA1	TSG	HGNC:9871	FALSE	TRUE
RB1	TSG	HGNC:9884	FALSE	TRUE
RBM10	TSG	HGNC:9896	FALSE	TRUE
RBM15	NA	HGNC:14959	NA	NA
RBPMS	NA	HGNC:19097	NA	NA
RCSD1	NA	HGNC:28310	NA	NA
RELA	NA	HGNC:9955	NA	NA
RET	ONCO	HGNC:9967	TRUE	FALSE
RHOA	ONCO	HGNC:667	TRUE	FALSE
RHOB	TSG	HGNC:668	FALSE	TRUE
RNF111	TSG	HGNC:17384	FALSE	TRUE
RNF130	NA	HGNC:18280	NA	NA
RNF43	TSG	HGNC:18505	FALSE	TRUE
ROS1	ONCO	HGNC:10261	TRUE	FALSE
RPL10	TSG	HGNC:10298	FALSE	TRUE
RPL22	TSG	HGNC:10315	FALSE	TRUE
RPL5	TSG	HGNC:10360	FALSE	TRUE
RPN1	NA	HGNC:10381	NA	NA
RPS6KA3	TSG	HGNC:10432	FALSE	TRUE
RREB1	NA	HGNC:10449	NA	NA
RSF1	ONCO	HGNC:18118	TRUE	FALSE
RSPO2	NA	HGNC:28583	NA	NA
RSPO3	NA	HGNC:20866	NA	NA
RUNX1	TSG	HGNC:10471	FALSE	TRUE
RUNX1T1	NA	HGNC:1535	NA	NA
RXRA	TSG	HGNC:10477	FALSE	TRUE
RYR1	ONCO	HGNC:10483	TRUE	FALSE
SAV1	TSG	HGNC:17795	FALSE	TRUE
SDC4	NA	HGNC:10661	NA	NA
SDHA	TSG	HGNC:10680	FALSE	TRUE
SDHAF2	TSG	HGNC:26034	FALSE	TRUE
SDHB	TSG	HGNC:10681	FALSE	TRUE
SDHC	TSG	HGNC:10682	FALSE	TRUE
SDHD	TSG	HGNC:10683	FALSE	TRUE
SEC31A	NA	HGNC:17052	NA	NA
SEMG2	ONCO	HGNC:10743	TRUE	FALSE
SEPTIN14	NA	HGNC:33280	NA	NA
SEPTIN2	NA	HGNC:7729	NA	NA
SEPTIN5	NA	HGNC:9164	NA	NA
SEPTIN6	NA	HGNC:15848	NA	NA
SEPTIN9	NA	HGNC:7323	NA	NA
SERPINE1	NA	HGNC:8583	NA	NA
SET	NA	HGNC:10760	NA	NA
SETBP1	ONCO	HGNC:15573	TRUE	FALSE
SETD2	TSG	HGNC:18420	FALSE	TRUE
SF3B1	ONCO	HGNC:10768	TRUE	FALSE
SFPQ	NA	HGNC:10774	NA	NA
SGCZ	TSG	HGNC:14075	FALSE	TRUE
SH2B3	TSG	HGNC:29605	FALSE	TRUE
SIX1	TSG	HGNC:10887	FALSE	TRUE
SIX2	TSG	HGNC:10888	FALSE	TRUE
SLC34A2	NA	HGNC:11020	NA	NA
SLC3A2	NA	HGNC:11026	NA	NA
SLC44A1	NA	HGNC:18798	NA	NA
SLC45A3	NA	HGNC:8642	NA	NA
SLCO1B1	ONCO	HGNC:10959	TRUE	FALSE
SMAD2	TSG	HGNC:6768	FALSE	TRUE
SMAD3	TSG	HGNC:6769	FALSE	TRUE
SMAD4	TSG	HGNC:6770	FALSE	TRUE
SMARCA1	TSG	HGNC:11097	FALSE	TRUE
SMARCA4	TSG	HGNC:11100	FALSE	TRUE
SMARCB1	TSG	HGNC:11103	FALSE	TRUE
SMARCD1	TSG	HGNC:11106	FALSE	TRUE
SMARCE1	TSG	HGNC:11109	FALSE	TRUE
SMC3	ONCO	HGNC:2468	TRUE	FALSE
SMO	ONCO	HGNC:11119	TRUE	FALSE
SMTNL2	ONCO	HGNC:24764	TRUE	FALSE
SND1	NA	HGNC:30646	NA	NA
SNX2	NA	HGNC:11173	NA	NA
SOCS1	TSG	HGNC:19383	FALSE	TRUE
SOX4	ONCO	HGNC:11200	TRUE	FALSE
SOX9	TSG	HGNC:11204	FALSE	TRUE
SP3	NA	HGNC:11208	NA	NA
SPATA31A7	TSG	HGNC:32007	FALSE	TRUE
SPEN	TSG	HGNC:17575	FALSE	TRUE
SPOP	ONCO	HGNC:11254	TRUE	FALSE
SPRED1	TSG	HGNC:20249	FALSE	TRUE
SPTAN1	TSG	HGNC:11273	FALSE	TRUE
SPTBN1	NA	HGNC:11275	NA	NA
SQSTM1	NA	HGNC:11280	NA	NA
SRC	ONCO	HGNC:11283	TRUE	FALSE
SRF	NA	HGNC:11291	NA	NA
SRGAP3	NA	HGNC:19744	NA	NA
SRSF2	ONCO	HGNC:10783	TRUE	FALSE
SS18	NA	HGNC:11340	NA	NA
SS18L1	NA	HGNC:15592	NA	NA
SSBP2	NA	HGNC:15831	NA	NA
SSX1	NA	HGNC:11335	NA	NA
SSX2	NA	HGNC:11336	NA	NA
SSX4	NA	HGNC:11338	NA	NA
STAG2	TSG	HGNC:11355	FALSE	TRUE
STAT3	ONCO	HGNC:11364	TRUE	FALSE
STAT5B	TSG	HGNC:11367	FALSE	TRUE
STAT6	NA	HGNC:11368	NA	NA
STIL	NA	HGNC:10879	NA	NA
STK11	TSG	HGNC:11389	FALSE	TRUE
STRN	NA	HGNC:11424	NA	NA
STRN3	NA	HGNC:15720	NA	NA
STS	TSG	HGNC:11425	FALSE	TRUE
SUFU	TSG	HGNC:16466	FALSE	TRUE
SUZ12	NA	HGNC:17101	NA	NA
SYK	NA	HGNC:11491	NA	NA
TACC1	NA	HGNC:11522	NA	NA
TACC2	NA	HGNC:11523	NA	NA
TACC3	NA	HGNC:11524	NA	NA
TAF15	NA	HGNC:11547	NA	NA
TAL1	NA	HGNC:11556	NA	NA
TBL1XR1	TSG	HGNC:29529	FALSE	TRUE
TBX3	TSG	HGNC:11602	FALSE	TRUE
TCEA1	NA	HGNC:11612	NA	NA
TCF12	TSG	HGNC:11623	FALSE	TRUE
TCF3	NA	HGNC:11633	NA	NA
TCF7L2	TSG	HGNC:11641	FALSE	TRUE
TEAD1	NA	HGNC:11714	NA	NA
TENM1	TSG	HGNC:8117	FALSE	TRUE
TERT	ONCO	HGNC:11730	TRUE	FALSE
TET1	NA	HGNC:29484	NA	NA
TET2	TSG	HGNC:25941	FALSE	TRUE
TFCP2	NA	HGNC:11748	NA	NA
TFE3	NA	HGNC:11752	NA	NA
TFEB	NA	HGNC:11753	NA	NA
TFG	NA	HGNC:11758	NA	NA
TG	ONCO	HGNC:11764	TRUE	FALSE
TGFBR1	TSG	HGNC:11772	FALSE	TRUE
TGFBR2	TSG	HGNC:11773	FALSE	TRUE
TGFBR3	NA	HGNC:11774	NA	NA
TGIF1	TSG	HGNC:11776	FALSE	TRUE
THADA	NA	HGNC:19217	NA	NA
THRAP3	NA	HGNC:22964	NA	NA
TLX3	NA	HGNC:13532	NA	NA
TMEM30A	TSG	HGNC:16667	FALSE	TRUE
TMPRSS2	TSG	HGNC:11876	FALSE	TRUE
TNFAIP3	TSG	HGNC:11896	FALSE	TRUE
TNFRSF14	TSG	HGNC:11912	FALSE	TRUE
TNKS2	NA	HGNC:15677	NA	NA
TNRC18	NA	HGNC:11962	NA	NA
TNS1	NA	HGNC:11973	NA	NA
TOP1	ONCO	HGNC:11986	TRUE	FALSE
TOP2A	ONCO	HGNC:11989	TRUE	FALSE
TP53	TSG	HGNC:11998	FALSE	TRUE
TP53BP1	NA	HGNC:11999	NA	NA
TP63	TSG	HGNC:15979	FALSE	TRUE
TPM3	NA	HGNC:12012	NA	NA
TPM4	NA	HGNC:12013	NA	NA
TPMT	ONCO	HGNC:12014	TRUE	FALSE
TPR	NA	HGNC:12017	NA	NA
TPTE	TSG	HGNC:12023	FALSE	TRUE
TRAF1	NA	HGNC:12031	NA	NA
TRAF7	TSG	HGNC:20456	FALSE	TRUE
TRIM24	NA	HGNC:11812	NA	NA
TRIM33	NA	HGNC:16290	NA	NA
TRIM51	ONCO	HGNC:19023	TRUE	FALSE
TSC1	TSG	HGNC:12362	FALSE	TRUE
TSC2	TSG	HGNC:12363	FALSE	TRUE
TSHR	ONCO	HGNC:12373	TRUE	FALSE
TYMS	ONCO	HGNC:12441	TRUE	FALSE
U2AF1	ONCO	HGNC:12453	TRUE	FALSE
UBE2L3	NA	HGNC:12488	NA	NA
UBR5	TSG	HGNC:16806	FALSE	TRUE
UGT1A8	ONCO	HGNC:12540	TRUE	FALSE
USP22	TSG	HGNC:12621	FALSE	TRUE
USP28	TSG	HGNC:12625	FALSE	TRUE
USP32	ONCO	HGNC:19143	TRUE	FALSE
USP42	NA	HGNC:20068	NA	NA
USP6	NA	HGNC:12629	NA	NA
USP8	ONCO	HGNC:12631	TRUE	FALSE
VCAM1	NA	HGNC:12663	NA	NA
VCL	NA	HGNC:12665	NA	NA
VEGFA	ONCO	HGNC:12680	TRUE	FALSE
VGLL2	NA	HGNC:20232	NA	NA
VHL	TSG	HGNC:12687	FALSE	TRUE
WDFY2	NA	HGNC:20482	NA	NA
WEE1	ONCO	HGNC:12761	TRUE	FALSE
WIF1	NA	HGNC:18081	NA	NA
WT1	TSG	HGNC:12796	FALSE	TRUE
WWC3	TSG	HGNC:29237	FALSE	TRUE
WWOX	TSG	HGNC:12799	FALSE	TRUE
WWTR1	NA	HGNC:24042	NA	NA
XPO1	ONCO	HGNC:12825	TRUE	FALSE
XRCC1	ONCO	HGNC:12828	TRUE	FALSE
YAP1	NA	HGNC:16262	NA	NA
YWHAE	NA	HGNC:12851	NA	NA
YY1	NA	HGNC:12856	NA	NA
ZBTB10	ONCO	HGNC:30953	TRUE	FALSE
ZBTB16	NA	HGNC:12930	NA	NA
ZBTB20	TSG	HGNC:13503	FALSE	TRUE
ZBTB7B	TSG	HGNC:18668	FALSE	TRUE
ZC3H7B	NA	HGNC:30869	NA	NA
ZFHX3	TSG	HGNC:777	FALSE	TRUE
ZFP36	NA	HGNC:12862	NA	NA
ZFP36L1	TSG	HGNC:1107	FALSE	TRUE
ZFP36L2	TSG	HGNC:1108	FALSE	TRUE
ZFTA	NA	HGNC:28449	NA	NA
ZFX	TSG	HGNC:12869	FALSE	TRUE
ZIM3	ONCO	HGNC:16366	TRUE	FALSE
ZMIZ1	ONCO	HGNC:16493	TRUE	FALSE
ZMYM2	NA	HGNC:12989	NA	NA
ZMYM3	TSG	HGNC:13054	FALSE	TRUE
ZNF217	ONCO	HGNC:13009	TRUE	FALSE
ZNF384	NA	HGNC:11955	NA	NA
ZNF444	NA	HGNC:16052	NA	NA
ZNF521	TSG	HGNC:24605	FALSE	TRUE
ZNF703	ONCO	HGNC:25883	TRUE	FALSE
ZNF750	TSG	HGNC:25843	FALSE	TRUE
ZNRF3	TSG	HGNC:18126	FALSE	TRUE
ZRSR2	TSG	HGNC:23019	FALSE	TRUE
