HugoSymbol	RoleInCancer	Kinase_PPtase	TF	Location	oncogene	tsgene	hgnc_id
HMGA1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:5010
HMGA2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:5009
HMGN2P46	Other	Other	Other	Other	FALSE	FALSE	HGNC:26817
HNF1A	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11621
HNRNPA2B1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:5033
HOOK3	Other	Other	Other	Other	FALSE	FALSE	HGNC:23576
HOXA11	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:5101
HOXA11	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:5101
HOXA13	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:5102
HOXA9	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:5109
HOXA9	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:5109
HOXC11	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:5123
HOXC13	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:5125
HOXD11	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:5134
HOXD13	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:5136
HRAS	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:5173
HSP90AA1	Other	Other	Other	Other	FALSE	FALSE	HGNC:5253
HSP90AB1	Other	Other	Other	Other	FALSE	FALSE	HGNC:5258
ID3	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:5362
IDH1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:5382
IDH1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:5382
IDH2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:5383
IGF2BP2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:28867
IGH	Other	Other	Other	Other	FALSE	FALSE	HGNC:5477
IGK	Other	Other	Other	Other	FALSE	FALSE	HGNC:5715
IGL	Other	Other	Other	Other	FALSE	FALSE	HGNC:5853
IKBKB	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:5960
IKZF1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:13176
IKZF1	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:13176
IKZF3	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:13178
IKZF3	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:13178
IL2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:6001
IL21R	Other	Other	Other	Receptors	FALSE	FALSE	HGNC:6006
IL6ST	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:6021
IL7R	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:6024
IRF4	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:6119
IRF4	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:6119
IRS4	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:6128
IRS4	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:6128
ISX	Other	Other	TFs	Other	FALSE	FALSE	HGNC:28084
ITGAV	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:6150
ITK	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6171
JAK1	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6190
JAK1	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:6190
JAK2	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6192
JAK3	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6193
JAZF1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:28917
JUN	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:6204
KAT6A	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:13013
KAT6A	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:13013
KAT6B	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:17582
KAT7	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:17016
KAT7	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:17016
KCNJ5	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:6266
KDM5A	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:9886
KDM5A	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:9886
KDM5C	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11114
KDM6A	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:12637
KDM6A	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:12637
KDR	Oncogenes	Kinases	Other	Receptors	TRUE	FALSE	HGNC:6307
KDSR	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:4021
KEAP1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:23177
KIAA1549	Other	Other	Other	Other	FALSE	FALSE	HGNC:22219
KIF5B	Other	Other	Other	Other	FALSE	FALSE	HGNC:6324
KIT	Oncogenes	Kinases	Other	Receptors	TRUE	FALSE	HGNC:6342
KIT	TSGs	Kinases	Other	Receptors	FALSE	TRUE	HGNC:6342
KLF4	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:6348
KLF4	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:6348
KLF6	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:2235
KLF6	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:2235
KLK2	Other	Other	Other	Other	FALSE	FALSE	HGNC:6363
KMT2A	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7132
KMT2C	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:13726
KMT2D	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7133
KMT2D	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7133
KNL1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:24054
KNSTRN	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:30767
KRAS	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:6407
KTN1	Other	Other	Other	Other	FALSE	FALSE	HGNC:6467
LARP4B	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:28987
LASP1	Other	Other	Other	Other	FALSE	FALSE	HGNC:6513
LATS1	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:6514
LATS2	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:6515
LCK	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6524
LCP1	Other	Other	Other	Other	FALSE	FALSE	HGNC:6528
LEF1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:6551
LEF1	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:6551
LEPROTL1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:6555
LHFPL6	Other	Other	Other	Other	FALSE	FALSE	HGNC:6586
LIFR	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:6597
LMNA	Other	Other	Other	Other	FALSE	FALSE	HGNC:6636
LMO1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:6641
LMO2	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:6642
LPP	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:6679
LPP	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:6679
LRIG3	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:30991
LRP1B	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:6693
LSM14A	Other	Other	Other	Other	FALSE	FALSE	HGNC:24489
LYL1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:6734
LYN	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6735
LZTR1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:6742
MACC1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:30215
MAF	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:6776
MAF	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:6776
MAFB	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:6408
MAFB	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:6408
MALAT1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:29665
MALAT1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:29665
MALT1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:6819
MAML2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:16259
MAP2K1	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6840
MAP2K2	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6842
MAP2K4	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6844
MAP2K4	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:6844
MAP3K1	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6848
MAP3K1	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:6848
MAP3K13	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6852
MAP3K13	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:6852
MAPK1	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:6871
MAX	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:6913
MB21D2	Other	Other	Other	Other	FALSE	FALSE	HGNC:30438
MDM2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:6973
MDM2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:6973
MDM4	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:6974
MDS2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:29633
MECOM	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:3498
MED12	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11957
MEN1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7010
MEN1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7010
MET	Oncogenes	Kinases	Other	Receptors	TRUE	FALSE	HGNC:7029
MGMT	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7059
MITF	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7105
MITF	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:7105
MLF1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7125
MLH1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7127
MLLT1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7134
MLLT10	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:16063
MLLT11	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:16997
MLLT3	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7136
MLLT6	Other	Other	Other	Other	FALSE	FALSE	HGNC:7138
MN1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7180
MN1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7180
MNX1	Other	Other	TFs	Other	FALSE	FALSE	HGNC:4979
MPL	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7217
MRTFA	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:14334
MRTFA	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:14334
MSH2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7325
MSH6	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7329
MSI2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:18585
MSN	Other	Other	Other	Other	FALSE	FALSE	HGNC:7373
MTCP1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7423
MTOR	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:3942
MUC1	Oncogenes	Other	Other	Receptors	TRUE	FALSE	HGNC:7508
MUC1	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:7508
MUC16	Oncogenes	Other	Other	Receptors	TRUE	FALSE	HGNC:15582
MUC4	Oncogenes	Other	Other	Receptors	TRUE	FALSE	HGNC:7514
MUTYH	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7527
MYB	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7545
MYC	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7553
MYCL	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7555
MYCN	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7559
MYD88	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7562
MYH11	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7569
MYH9	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7579
MYO5A	Other	Other	Other	Other	FALSE	FALSE	HGNC:7602
MYOD1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7611
N4BP2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:29851
NAB2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7627
NACA	Other	Other	Other	Other	FALSE	FALSE	HGNC:7629
NBEA	Other	Other	Other	Other	FALSE	FALSE	HGNC:7648
NBN	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7652
NCKIPSD	Other	Other	Other	Other	FALSE	FALSE	HGNC:15486
NCOA1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7668
NCOA2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7669
NCOA4	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7671
NCOA4	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7671
NCOR1	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:7672
NCOR2	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:7673
NDRG1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7679
NF1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7765
NF2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7773
NFATC2	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7776
NFATC2	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:7776
NFE2L2	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7782
NFE2L2	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:7782
NFIB	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7785
NFKB2	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7795
NFKB2	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:7795
NFKBIE	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7799
NIN	Other	Other	Other	Other	FALSE	FALSE	HGNC:14906
NONO	Other	Other	Other	Other	FALSE	FALSE	HGNC:7871
NOTCH1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7881
NOTCH1	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:7881
NOTCH2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7882
NOTCH2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7882
NPM1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7910
NPM1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:7910
NR4A3	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:7982
NR4A3	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:7982
NRAS	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:7989
NRG1	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:7997
NSD1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:14234
NSD2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12766
NSD3	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12767
NT5C2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:8022
NTHL1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:8028
NTRK1	Oncogenes	Kinases	Other	Receptors	TRUE	FALSE	HGNC:8031
NTRK1	TSGs	Kinases	Other	Receptors	FALSE	TRUE	HGNC:8031
NTRK3	Oncogenes	Kinases	Other	Receptors	TRUE	FALSE	HGNC:8033
NTRK3	TSGs	Kinases	Other	Receptors	FALSE	TRUE	HGNC:8033
NUMA1	Other	Other	Other	Other	FALSE	FALSE	HGNC:8059
NUP214	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:8064
NUP98	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:8068
NUP98	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:8068
NUTM1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:29919
NUTM2B	Other	Other	Other	Other	FALSE	FALSE	HGNC:23445
NUTM2D	Other	Other	Other	Other	FALSE	FALSE	HGNC:23447
OLIG2	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:9398
OMD	Other	Other	Other	Other	FALSE	FALSE	HGNC:8134
P2RY8	Oncogenes	Other	Other	Receptors	TRUE	FALSE	HGNC:15524
PABPC1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:8554
PABPC1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:8554
PAFAH1B2	Other	Other	Other	Other	FALSE	FALSE	HGNC:8575
PALB2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:26144
PATZ1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:13071
PATZ1	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:13071
PAX3	Other	Other	TFs	Other	FALSE	FALSE	HGNC:8617
PAX3	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:8617
PAX5	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:8619
PAX5	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:8619
PAX7	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:8621
PAX8	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:8622
PBRM1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:30064
PBX1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:8632
PCBP1	Other	Other	Other	Other	FALSE	FALSE	HGNC:8647
PCM1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:8727
PCM1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:8727
PDCD1LG2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:18731
PDE4DIP	Other	Other	Other	Other	FALSE	FALSE	HGNC:15580
PDGFB	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:8800
PDGFRA	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:8803
PDGFRB	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:8804
PER1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:8845
PHF6	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:18145
PHOX2B	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:9143
PICALM	Other	Other	Other	Other	FALSE	FALSE	HGNC:15514
PIK3CA	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:8975
PIK3CB	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:8976
PIK3R1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:8979
PIK3R1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:8979
PIM1	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:8986
PLAG1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:9045
PLCG1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9065
PML	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9113
PML	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9113
PMS1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9121
PMS2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9122
POLD1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9175
POLE	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9177
POLG	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9179
POLQ	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9186
POLQ	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9186
POT1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:17284
POU2AF1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9211
POU5F1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:9221
PPARG	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:9236
PPARG	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:9236
PPFIBP1	Other	Other	Other	Other	FALSE	FALSE	HGNC:9249
PPM1D	Oncogenes	Phosphatases	Other	Other	TRUE	FALSE	HGNC:9277
PPP2R1A	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9302
PPP2R1A	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9302
PPP6C	TSGs	Phosphatases	Other	Other	FALSE	TRUE	HGNC:9323
PRCC	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9343
PRDM1	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:9346
PRDM16	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:14000
PRDM2	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:9347
PREX2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:22950
PRF1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9360
PRKACA	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:9380
PRKAR1A	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9388
PRKAR1A	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9388
PRKCB	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:9395
PRPF40B	Other	Other	Other	Other	FALSE	FALSE	HGNC:25031
PRRX1	Other	Other	TFs	Other	FALSE	FALSE	HGNC:9142
PSIP1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9527
PTCH1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9585
PTCH1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9585
PTEN	TSGs	Phosphatases	Other	Other	FALSE	TRUE	HGNC:9588
PTK6	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:9617
PTK6	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:9617
PTPN11	Oncogenes	Phosphatases	Other	Other	TRUE	FALSE	HGNC:9644
PTPN11	TSGs	Phosphatases	Other	Other	FALSE	TRUE	HGNC:9644
PTPN13	TSGs	Phosphatases	Other	Other	FALSE	TRUE	HGNC:9646
PTPN6	TSGs	Phosphatases	Other	Other	FALSE	TRUE	HGNC:9658
PTPRB	TSGs	Phosphatases	Other	Receptors	FALSE	TRUE	HGNC:9665
PTPRC	TSGs	Phosphatases	Other	Receptors	FALSE	TRUE	HGNC:9666
PTPRD	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:9668
PTPRK	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:9674
PTPRT	TSGs	Phosphatases	Other	Receptors	FALSE	TRUE	HGNC:9682
PWWP2A	Other	Other	Other	Other	FALSE	FALSE	HGNC:29406
QKI	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:21100
QKI	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:21100
RABEP1	Other	Other	Other	Other	FALSE	FALSE	HGNC:17677
RAC1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9801
RAD17	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9807
RAD21	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:9811
RAD21	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:9811
RAD51B	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9822
RAF1	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:9829
RAF1	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:9829
RALGDS	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9842
RANBP2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9848
RAP1GDS1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9859
RARA	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:9864
RB1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9884
RBM10	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9896
RBM15	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:14959
RECQL4	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9949
RECQL4	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9949
REL	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:9954
RET	Oncogenes	Kinases	Other	Receptors	TRUE	FALSE	HGNC:9967
RFWD3	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:25539
RGPD3	Other	Other	Other	Other	FALSE	FALSE	HGNC:32416
RGS7	Other	Other	Other	Other	FALSE	FALSE	HGNC:10003
RHOA	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:667
RHOA	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:667
RHOH	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:686
RMI2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:28349
RNF213	Other	Other	Other	Other	FALSE	FALSE	HGNC:14539
RNF43	Oncogenes	Other	Other	Receptors	TRUE	FALSE	HGNC:18505
RNF43	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:18505
ROBO2	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:10250
ROS1	Oncogenes	Kinases	Other	Receptors	TRUE	FALSE	HGNC:10261
RPL10	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:10298
RPL22	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:10315
RPL5	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:10360
RPN1	Other	Other	Other	Receptors	FALSE	FALSE	HGNC:10381
RSPO2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:28583
RSPO3	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:20866
RSPO3	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:20866
RUNX1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:10471
RUNX1	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:10471
RUNX1T1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:1535
RUNX1T1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:1535
S100A7	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:10497
SALL4	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:15924
SALL4	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:15924
SBDS	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:19440
SDC4	Other	Other	Other	Other	FALSE	FALSE	HGNC:10661
SDHA	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:10680
SDHAF2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:26034
SDHB	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:10681
SDHC	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:10682
SDHD	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:10683
SEPT5	Other	Other	Other	Other	FALSE	FALSE	HGNC:9164
SEPT6	Other	Other	Other	Other	FALSE	FALSE	HGNC:15848
SEPT9	Other	Other	Other	Other	FALSE	FALSE	HGNC:7323
SET	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:10760
